abstract;n. bài tóm lược (cuốn sách, luận án, bài diễn văn...)
merge;v. sáp nhập, hợp nhất
modify;v. sửa đổi, điều chỉnh
mother tongue;n. tiếng mẹ đẻ
motive;n. cớ, lý do, động cơ (của một hành động)
mundane;adj. không thú vị, không hấp dẫn, bình thường, nhàm chán
negative equity;n. tài sản âm, tài sản ròng có giá trị âm, vốn chủ sở hữu âm
niche;n. (thị trường) ngách (một nhóm người có chung một số đặc điểm hay sở thích mua sắm nào đó)
nominal;adj. chỉ tồn tại trên danh nghĩa, hữu danh vô thực
novice;n. người mới học, người chưa có kinh nghiệm
nutrient;n. chất dinh dưỡng
obey;v. tuân thủ
oblivious;adj. không chú ý đến
occupy;v. chiếm giữ, ở, cư ngụ
onset;n. sự bắt đầu (đặc biệt là điều gì gây khó chịu)
orbit;v. đi theo quỹ đạo
outdoor;adj. ngoài trời, ở ngoài
outdoors;adv. ở ngoài trời, ở ngoài nhà
overweight;adj. thừa cân
packaging;n. bao bì
paradox;n. nghịch lí, mâu thuẫn
passionate;adj. nồng nhiệt, đam mê
peninsula;n. bán đảo
perceive;v. nhận thấy, để ý
perk;n. thù lao, bổng lộc, đặc quyền, lợi ích
persist;v. kiên trì, kiên định, khăng khăng
pervasive;adj. toả khắp, lan tràn khắp, phổ biến
pesticide;n. thuốc trừ sâu
picturesque;adj. đẹp như tranh
pioneer;n. người tiên phong
pitfall;n. nguy hiểm, cạm bẫy
plateau;n. cao nguyên
plunge;v. sụt giảm mạnh
pointless;adj. vô nghĩa, vô ích
poisonous;adj. độc hại (hint :p...)
pollutant;n. chất gây ô nhiễm
portable;adj. cầm tay, dễ mang theo
postgraduate;n. nghiên cứu sinh sau đại học
predominant;adj. ưu thế
prehistoric;adj. (thuộc về) tiền sử
prerequisite;adj. (điều/điều kiện) tiên quyết, cần trước hết, đòi hỏi trước hết
prevalent;adj. phổ biến
privacy;n. sự riêng tư
prototype;n. nguyên mẫu
provoke;v. gây ra (một phản ứng, kết quả, ...)
punish;v. phạt, trừng phạt
questionable;adj. đáng nghi ngờ
rash;adj. hấp tấp, liều lĩnh, thiếu suy nghĩ
reckless;adj. thiếu thận trọng, liều lĩnh
recreational;adj. giải trí, có tính giải trí
regulate;v. điều chỉnh (hint :r...)
reinforce;v. tăng cường, củng cố
relaxing;adj. thư giãn
relieve;v. làm dịu đi, làm cho nhẹ nhõm
render;v. làm, khiến (ai lâm vào tình trạng nào)
renewable;adj. có thể hồi phục được
resemblance;n. sự giống nhau
resent;v. phẫn uất, không bằng lòng
resistant;adj. đề kháng, có sức chịu đựng
respiratory;adj. thuộc hô hấp
revise;v. đọc lại, xem lại, duyệt lại, sửa lại (bản in thử, đạo luật...)
rewarding;adj. bổ ích, đáng làm
rivalry;n. sự ganh đua, sự kình địch
rocket;v. tăng vùn vụt
safeguard;v. bảo vệ, giữ gìn
salient;adj. quan trọng, nổi bật
sceptical;adj. hoài nghi, ngờ vực
setback;n. cản trở, chướng ngại vật
sibling;n. anh, chị, em ruột
sign language;n. ngôn ngữ kí hiệu (dùng để giao tiếp với người khiếm thính)
skip;v. nhảy qua, bỏ qua, nhảy dây
slender;adj. ít ỏi, nghèo nàn
slum;n. khu nhà ổ chuột
slump;n. sự sụt giảm đột ngột (giá, doanh số, giá trị...)
smuggling;n. sự buôn lậu, tội buôn lậu
spacious;adj. rộng rãi
span;n. quãng thời gian
speculate;v. suy đoán
spontaneous;adj. ngẫu hứng, tự phát
staggering;adj. đáng kinh ngạc, sửng sốt
state of the art;adj. tiên tiến, hiện đại nhất hiện nay
stimulate;v. khích lệ, khuyến khích
stimulating;adj. thú vị, hào hứng, khuyến khích
stressful;adj. căng thẳng
stunning;adj. ấn tượng, cuốn hút
superficial;adj. nông cạn, hời hợt
supervisor;n. người giám sát
surround;v. bao quanh
susceptible;adj. dễ bị (ảnh hưởng, tổn thương,...)
sustainable;adj. bền vững, có thể kéo dài lâu được
syllabus;n. giáo trình, chương trình học
tabloid;n. báo "lá cải" (các bài viết ngắn với nhiều hình ảnh, thường về những người nổi tiếng)
tangible;adj. hữu hình, rõ ràng
taxing;adj. vất vả, đòi hỏi sự cố gắng
tedious;adj. chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ
temperament;n. khí chất, tính khí
tertiary;adj. (cấp độ, cấp bậc) thứ ba
threaten;v. đe doạ
thrive;v. trở nên, tiếp tục thành công hoặc khỏe mạnh
time-consuming;adj. tốn nhiều thời gian, dài dòng
tolerance;n. lòng khoan dung
tolerant;adj. khoan dung, có tư tưởng rộng rãi, khoáng đạt
trait;n. đức tính
transform;v. thay đổi, biến đổi
translate;v. chuyển sang, biến thành
trauma;n. chấn thương tâm lí, tổn thương
traumatic;adj. (gây) đau buồn
treacherous;adj. dối trá, xảo quyệt
trigger;n. nguyên nhân thúc đẩy (đặc biệt là một điều tồi tệ xảy ra)
trivial;adj. nhỏ nhặt, lặt vặt
ubiquitous;adj. có ở khắp nơi, rất phổ biến
undergo;v. trải qua
underline;v. gạch chân (dòng chữ)
unprecedented;adj. chưa từng có/xảy ra trước đây
unskilled;adj. không có chuyên môn, không giỏi, không cần chuyên môn
upbringing;n. sự giáo dục, sự dạy dỗ (trẻ con)
up to date;adj. cập nhật, có thông tin mới nhất
vandalism;n. sự phá hoại (những công trình văn hoá, công cộng)
versatile;adj. đa năng, nhiều công dụng
viable;adj. có tính khả thi
vivid;adj. sinh động
vocational;adj. hướng nghiệp
volatile;adj. nhiều biến động, dễ trở nên xấu đi hay nguy hiểm hơn
well-being;n. tình trạng hạnh phúc, khỏe mạnh nói chung, phúc lợi
abate;v. (làm) dịu đi, yếu đi, giảm bớt
abhor;v. ghê tởm, ghét cay ghét đắng
acclimatize;v. thích nghi với môi trường, khí hậu
achievable;adj. có thể đạt được, thực hiện được
acquiesce;v. bằng lòng, ưng thuận, đồng ý, bằng lòng ngầm, mặc nhận
activate;v. kích hoạt
addicted;adj. nghiện (ma túy, cờ bạc,...)
admonish;v. khiển trách, la rầy
adulthood;n. tuổi khôn lớn, tuổi trưởng thành
affable;adj. lịch sự, hoà nhã, niềm nở, ân cần
aggravate;v. làm trầm trọng, xấu thêm
alacrity;n. sự sốt sắng
amiable;adj. dễ thương, thân thiện
appease;v. làm dịu, xoa dịu
arcane;adj. bí ẩn, kì lạ, phức tạp
arduous;adj. khó khăn, gian khổ
assimilate;v. trở thành (hoặc làm cho ai đó trở thành) một phần của một cộng đồng, một đất nước thay vì là một nhóm riêng biệt, hòa nhập (làm cho ai đó hòa nhập)
at-risk;adj. có nguy cơ cao, bị đe dọa
attainable;adj. có thể đạt được
attention-grabbing;adj. thu hút sự chú ý
backpack;n. ba lô
biodiversity;n. đa dạng sinh học
biofuel;n. nhiên liệu sinh học
blue-collar;adj. thuộc về hoặc liên quan đến những người lao động chân tay
brazen;adj. vô liêm sỉ, trắng trợn
brusque;adj. lỗ mãng, cộc cằn
burgeon;v. bắt đầu lớn lên, phát triển nhanh chóng
cajole;v. dụ dỗ, nịnh nọt
callous;adj. nhẫn tâm
candour;n. tính thật thà, ngay thẳng
censor;v. kiểm duyệt
cherish;v. trân trọng, yêu quý
circumspect;adj. thận trọng
circumvent;v. tìm cách tránh một khó khăn hoặc một quy định nào đó, lách (luật)
clandestine;adj. giấu giếm, bí mật
close-knit;adj. gắn bó, gần gũi, thân thiết
cluttered;adj. lộn xộn, bừa bộn
coerce;v. buộc, ép buộc
cohesive;adj. gắn kết chặt chẽ, dính liền
colonize;v. chiếm làm thuộc địa
colossal;adj. rất lớn (hint :c...)
computerize;v. trang bị máy vi tính, tin học hóa
conducive;adj. có ích, có lợi (hint :c...)
confidant;n. bạn tâm tình, tri kỉ
conjecture;n. sự phỏng đoán, sự ước đoán
connive;v. thông đồng
conserve;v. bảo tồn, duy trì, gìn giữ
construe;v. hiểu, giải thích (câu, từ, hành động)
contaminate;v. làm ô nhiễm, làm bẩn
converse;v. nói chuyện, trò chuyện với
cosmopolitan;adj. (mang tính) quốc tế
counteract;v. chống lại, làm mất tác dụng
craving;n. sự thèm muốn, lòng khao khát
crux;n. (điểm) mấu chốt, then chốt
cultivate;v. canh tác, trồng trọt
current affairs;n. thời sự
debase;v. làm xấu đi, làm giảm giá trị
decry;v. chê bai, công khai chỉ trích (ai)
deferential;n. cung kính, tôn kính
deforestation;n. sự tàn phá rừng, hiện tượng rừng bị tàn phá
demeanour;n. cách xử sự, cử chỉ, thái độ
demolish;v. phá huỷ, phá bỏ
demure;adj. kín đáo, nghiêm trang, từ tốn
denote;v. biểu hiện, biểu thị
depict;v. mô tả, phản ánh
deplete;v. cạn kiệt, suy yếu
deride;v. cười nhạo, chế giễu
despot;n. kẻ chuyên quyền, kẻ bạo ngược
deteriorate;v. trở nên xấu đi, suy giảm
diagnose;v. chuẩn đoán
diligent;adj. cần cù, chăm chỉ
distracting;adj. gây xao nhãng, mất tập trung
domesticate;v. thuần hóa
double-edged;adj. hai lưỡi (vừa lợi vừa hại cho mình như dao hai lưỡi)
downsize;v. cắt giảm nhân sự
dumbfounded;adj. sững sờ, lặng người
dwindle;v. nhỏ lại, suy giảm, thu nhỏ lại
eco-friendly;adj. thân thiện với môt trường
ecosystem;n. hệ sinh thái
ecotourism;n. du lịch sinh thái
elated;adj. phấn chấn, phấn khởi
elevate;v. nâng lên
eloquent;adj. hùng biện, hùng hồn
elucidate;v. làm sáng tỏ, giải thích
embezzle;v. biển thủ, tham ô (tiền...)
emit;v. tỏa ra, phát ta (ánh sáng, nhiệt, âm thanh, khí,...)
empathy;n. sự thấu cảm, sự cảm thông
endanger;v. gây nguy hiểm
enmity;n. sự thù hằn, sự thù hận
enrich;v. nâng cao chất lượng
enrol;v. kết nạp vào, ghi tên cho vào (khóa học, trường,...)
entitle;v. cho phép làm cái gì
environmentally friendly;adj. thân thiện với môi trường
equable;adj. điềm đạm, điềm tĩnh
eradicate;v. tiêu hủy
erode;v. xói mòn, ăn mòn
erudite;adj. học rộng, uyên bác
escalate;v. leo thang (nghĩa bóng)
exacerbate;v. làm tăng, làm trầm trọng thêm (bệnh, sự tức giận, sự đau đớn)
exhort;v. hô hào, cổ vũ, khích lệ
exorbitant;adj. quá cao, cắt cổ (giá...)
extol;v. tán dương, khen ngợi
eyesore;n. điều chướng mắt, vật chướng mắt
fabricate;v. bịa đặt
flabbergasted;adj. sửng sốt, kinh ngạc
fluctuate;v. dao động, thay đổi bất thường
fluency;n. sự lưu loát, sự thông thạo
forsake;v. bỏ rơi, từ bỏ
fractious;adj. hay cau có, hay phát khùng
fruitless;adj. không có kết quả, thất bại, vô ích
furtive;adj. lén lút, bí mật
futuristic;adj. cực kì mới lạ, hiện đại
gadget;n. đồ dùng, tiện ích
genetically modified;adj. biến đổi gen
globalization;n. sự toàn cầu hóa
gluttony;n. tính háu ăn, thói tham ăn
gratuitous;adj. không có lí do, mục đích gì, không cần thiết
grilling;n. sự, cuộc tra hỏi, chất vấn
gruelling;adj. khó khăn, mệt mỏi
harass;v. quấy rầy và làm phiền ai liên tục
haughty;adj. kiêu căng, ngạo mạn
headway;n. tiến bộ, tiến triển
high-rise;adj. cao ngất (nhà nhiều tầng)
human nature;n. bản chất con người
hygienic;adj. (hợp) vệ sinh
imitate;v. bắt chước, sao chép
immerse;v. trở nên, khiến ai hoàn toàn mải mê điều gì
immortal;adj. bất tử, sống mãi
impair;v. làm suy yếu, phá hỏng
impart;v. truyền đạt, phổ biến
impartial;adj. công bằng, không thiên vị
impeccable;adj. hoàn hảo, không chê vào đâu được, không tỳ vết (đồ vật...)
impediment;n. trở ngại, cản trở
impertinent;adj. láo xược, xấc xược
implacable;adj. không thể thay đổi được
impracticable;adj. viễn vông, không thực tế
imprison;v. bỏ tù,tống giam
impudent;adj. láo xược, hỗn xược
incisive;adj. sắc sảo, sâu sắc
incline;v. (làm cho ai) có ý thiên về, có khuynh hướng
indolent;adj. lười biếng, biếng nhác
industrious;adj. chăm chỉ, bận rộn
inept;adj. không có khả năng, vụng về, ngu ngốc
inexorable;adj. không thể ngăn cản, thay đổi được
infamy;n. điều độc ác, điều ô nhục
infer;v. suy ra, kết luận
innumerate;adj. không biết đếm hay làm các phép toán đơn giản
insatiable;adj. không thể thoả mãn được, không chán
insoluble;adj. không thể giải quyết được
insomnia;n. chứng mất ngủ
intimidating;adj. đáng sợ
intrepid;adj. gan dạ, dũng cảm
invade;v. xâm lược, xâm chiếm
inveterate;adj. thâm căn cố đế, ăn sâu (tật...), lâu năm (bệnh)
irreparable;adj. không thể bù đắp, không thể khắc phục
irreversible;adj. không thể phục hồi, quay trở lại như cũ được
itinerary;n. lộ trình
joint venture;n. công ty liên doanh
jubilant;adj. vui sướng, mừng rỡ
kidnap;v. bắt cóc (thường để tống tiền)
labour-saving;adj. làm giảm nhẹ, tiết kiệm sức lao động
law-abiding;adj. tôn trọng, tuân theo luật pháp
lay-off;n. sự tạm giãn thợ (vì không có việc), sự sa thải
life-threatening;adj. đe dọa đến tính mạng, hiểm nghèo
linger;v. nấn ná, chần chừ, mất nhiều thời gian làm gì
mass-produce;v. sản xuất hàng loạt
materialistic;adj. thực dụng
maverick;n. người cư xử hoặc suy nghĩ không như người khác, nhưng có những ý kiến độc lập, khác lạ.
meteoric;adj. đạt được thành công nhanh chóng
meticulous;adj. tỉ mỉ, kỹ càng
midterm;adj. giữa năm học, giữa nhiệm kỳ, giữa kì
migrate;v. di trú, di cư, di chuyển
milestone;n. sự kiện quan trọng, cột mốc
mishap;n. sự cố, rủi ro
modernize;v. hiện đại hoá, đổi mới
momentous;adj. quan trọng, trọng đại
monotonous;adj. đều đều, đơn điệu, buồn tẻ
motivate;v. thúc đẩy, động viên
mountainous;adj. vùng núi, nhiều núi
multicultural;adj. đa văn hóa, đa chủng tộc
nadir;n. điểm thấp nhất, vận rủi
narrow-minded;adj. hẹp hòi, nhỏ nhen
needy;adj. túng thiếu, nghèo
non-violent;adj. bất bạo động, phi bạo lực
nostalgic;adj. luyến tiếc quá khứ, hoài niệm
nuance;n. sắc thái
nurture;v. nuôi dưỡng, bồi dưỡng
obesity;n. béo phì
obsess;v. ám ảnh
obstruct;v. cản trở
obtuse;adj. chậm hiểu, không muốn hiểu
on-air;adj. đang lên sóng, dang phát sóng
one-sided;adj. một chiều, phiến diện
onus;n. nhiệm vụ, trách nhiệm
opportune;adj. thích hợp, đúng lúc
optimize;v. tối ưu hóa, sử dụng điều gì một cách tốt nhất
orient;v. định hướng
outdated;adj. hết hạn, lỗi thời, lạc hậu, cổ, hiện nay không còn dùng (obsolete)
outer space;n. không gian vũ trụ
outweigh;v. vượt trội, nhiều hơn
overdo;v. làm quá, lạm dụng
overpopulated;adj. đông dân quá
overworked;adj. làm việc quá tải
panacea;n. thuốc bách bệnh, thần dược
paparazzi;n. tay săn ảnh
penchant;n. thiên hướng thích cái gì, sở thích
perpetrate;v. phạm, gây ra
peruse;v. đọc kỹ, nghiên cứu
PhD;n. (viết tắt của‘Doctor of Philosophy’) Tiến sĩ, bằng Tiến sĩ
pink-collar;adj. liên quan công việc có địa vị xã hội, lương thấp với phúc lợi xã hội thấp dành cho phụ nữ, chẳng hạn như việc văn phòng, phục vụ nhà hàng
placid;adj. bình thản, điềm tĩnh
plethora;n. (tình trạng) quá thừa, quá nhiều
pollute;v. làm ô nhiễm
polygamy;n. chế độ đa thê (nhiều vợ)
precipitous;adj. vội vàng, hấp tấp
preponderant;adj. lớn hơn (về số lượng), quan trọng hơn
pressurize;/ˈpreʃəraɪz/. gây sức ép, nén
presumptuous;adj. tự phụ, quá tự tin
pristine;adj. nguyên sơ, còn mới nguyên, tươi, sạch sẽ như mới
prodigy;n. thần đồng
proficient;adj. tài giỏi, thành thạo
profusion;n. sự phong phú, sự dồi dào
prohibit;v. cấm, ngăn cấm
pronounce;v. phát âm
propel;v. khiến, thúc đẩy ai đi theo một hướng hay lâm vào tình trạng nào đó
publicize;v. đưa ra công khai, làm cho thiên hạ biết đến, quảng cáo
punctual;adj. đúng giờ
quadrant;n. (toán học) góc phần tư, cung phần tư
reap;v. gặt hái (nghĩa bóng)
rebellious;adj. nổi loạn, hay chống đối
recharge;v. nạp lại, hồi phục lại
recyclable;adj. có thể tái chế được
reminiscence;n. sự nhớ lại, sự hồi tưởng, kí ức
renovate;v. sửa chữa
repercussion;n. hậu quả
resilience;n. sự kiên cường, bền bỉ
revolutionize;v. thay đổi hoàn toàn, cách mạng hóa
risk-taker;n. người ưa mạo hiểm, người liều lĩnh
rife;adj. hoành hành, lan tràn
rotate;v. xoay vòng, luân phiên nhau
sabbatical;n. kì nghỉ phép
scenic;adj. thuộc phong cảnh
scrupulous;adj. đắn đo, thận trọng
sedentary;adj. ở một chỗ, ít đi chỗ khác, ít vận động
self-expression;n. sự tự thể hiện (bản thân)
self-worth;n. tự trọng, giá trị bản thân
sensationalist;n. giật gân
serendipity;n. sự may mắn, vận may
short sighted;adj. thiển cận (không suy nghĩ cẩn thận về những gì sẽ xảy ra)
showcase;v. thể hiện, chứng tỏ ai, điều gì (một cách thu hút)
shun;v. tránh, xa lánh
signify;v. biểu thị
simulate;v. bắt chước, mô phỏng
skyscraper;n. nhà chọc trời
sprawl;n. vùng mở rộng lộn xộn, đống ngổn ngang (nhất là các toà nhà)
stagnant;adj. trì trệ
staid;adj. trầm tính, ù lì, phẳng lặng
stifle;v. kìm nén, đàn áp
streamline;v. tinh giản một hệ thống, một tổ chức (đặt biệt là để tiết kiệm chi phí)
stutter;v. nói lắp
succumb;v. chịu thua, không cưỡng lại được
superfluous;adj. thừa thãi, không cần thiết
surpass;v. vượt qua, vượt xa
sycophant;n. người nịnh hót, người bợ đỡ
tantamount;adj. đồng nghĩa với, tương đương với
telecommute;v. làm việc tại nhà (giao tiếp với cơ quan, khách hàng... qua điện thoại, email)
tempt;v. xúi giục, cám dỗ
terrestrial;adj. (thuộc) trái đất, ở trên mặt đất, sống trên mặt đất
timeline;n. dòng thời gian
transcend;v. vượt qua, hơn
truculent;adj. hùng hổ, hung hăng, dữ tợn
ultra;(prefix). cực kì, cực, siêu
unintentional;adj. vô ý, không cố ý, không chủ tâm
unleaded;adj. không chứa chì (ít độc hại với môi trường)
unmanned;adj. không có người điều khiển
unspoiled;adj. không bị hư hỏng, không khó chịu, không khó tính (bởi việc được khen ngợi quá nhiều)
upbeat;adj. lạc quan, khả quan
uphold;v. ủng hộ, duy trì
upmarket;adj. (thị trường) cao cấp, hạng sang
upsurge;n. sự gia tăng đột biến
urbanized;adj. đô thị hóa, thành thị hóa
user-friendly;adj. dễ sử dụng, dễ hiểu
varsity;adj. được sử dụng để mô tả các hoạt động của các trường đại học Oxford và Cambridge, đặc biệt là các cuộc thi thể thao
vehement;adj. kịch liệt, dữ dội
venal;adj. dễ mua chuộc, dễ hối lộ
venerable;adj. đáng tôn kính
verify;v. kiểm tra lại, thẩm tra, xác minh
vindicate;v. chứng minh, bào chữa, minh oan
violate;v. vi phạm, xâm phạm
visualize;v. hình dung, tưởng tượng
vociferous;adj. lớn tiếng, mạnh miệng, rầm rộ
weightless;adj. không trọng lượng
well informed;adj. am hiểu
well rounded;adj. toàn diện (có nhiều kinh nghiệm, khả năng, phát triển đầy đủ)
white-collar;adj. (nói về công việc, người lao động...) không làm bằng chân tay, lao động trí óc, công chức
win-win;adj. có lợi cho các bên liên quan
withhold;v. Giấu, kìm lại, giữ lại
worsen;v. trở nên, làm cho xấu hơn, tệ hơn
zenith;n. cực điểm, tột đỉnh